year,name,artists,album,popularity,release_date
2010,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,"All I Do Is Win (Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",5,2010-02-09
2010,Home of Hope,The Star Prairie Project,Home of Hope,0,2020-04-22
2010,Teenage Dream,Katy Perry,Teenage Dream,79,2010-01-01
2010,Whataya Want from Me,Adam Lambert,For Your Entertainment,64,2009-11-23
2010,Two Is Better Than One (feat. Taylor Swift),"BOYS LIKE GIRLS, Taylor Swift",Love Drunk,66,2009-09-07
2010,Un-thinkable (I'm Ready),Alicia Keys,The Element Of Freedom,70,2009-12-15
2010,King of Anything,Sara Bareilles,Kaleidoscope Heart,60,2010-09-07
2010,Ridin' Solo,Jason Derulo,Jason Derulo,67,2010-02-24
2010,Pretty Girl Rock,Keri Hilson,No Boys Allowed,67,2010-01-01
2010,Sweet Dreams,Beyoncé,I AM...SASHA FIERCE,65,2008-11-14
2010,Smile,Uncle Kracker,Happy Hour,67,2009-09-11
2010,Runaway,"Kanye West, Pusha T",My Beautiful Dark Twisted Fantasy,84,2010-11-22
2010,Rhythm Of Love,Plain White T's,Wonders Of The Younger,62,2010-01-01
2010,Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,Flo Rida,Club Can't Handle Me,59,2010-06-28
2010,Try Sleeping with a Broken Heart,Alicia Keys,The Element Of Freedom,64,2009-12-15
2010,The One That Got Away,Katy Perry,Teenage Dream,68,2010-08-24
2010,The Only Exception,Paramore,Brand New Eyes,70,2009-09-22
2010,Say Aah (feat. Fabolous),"Trey Songz, Fabolous",Ready,56,2009-08-31
2010,The House That Built Me,Miranda Lambert,Revolution,69,2009-09-24
2010,Party In The U.S.A.,Miley Cyrus,Party In The U.S.A.,58,2009-01-01
2010,Life After You,Daughtry,Leave This Town,58,2009-07-14
2010,"Lover, Lover",Jerrod Niemann,Judge Jerrod & The Hung Jury,60,2010-07-13
2010,Deuces (feat. Tyga & Kevin McCall),"Chris Brown, Tyga, Kevin McCall",Deuces featuring Tyga & Kevin McCall,0,2010-06-25
2010,Naturally,Selena Gomez & The Scene,Kiss & Tell (European Version),49,2010-01-01
2010,American Honey,Lady A,Need You Now,67,2010-01-01
2010,Already Gone,Kelly Clarkson,All I Ever Wanted,43,2009-03-09
2010,Summertime,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,63,2010-11-05
2010,Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",Cooler Than Me,52,2010-04-05
2010,The Only Hope for Me Is You,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,55,2010-11-05
2010,According To You,Orianthi,Believe (II),50,2010-01-01
2010,Live Like We're Dying,Kris Allen,Live Like We're Dying,41,2009-09-25
2010,Haven't Met You Yet,Michael Bublé,Crazy Love (Hollywood Edition),39,2009-10-06
2010,I Made It (Cash Money Heroes),"Kevin Rudolf, Birdman, Jay Sean, Lil Wayne",I Made It (Cash Money Heroes) [Explicit Version],36,2010-01-01
2010,Undo It,Carrie Underwood,Play On,35,2009-11-03
2010,Your Love Is My Drug,Kesha,Animal,0,2010
2010,Over My Dead Body,Drake,Take Care (Deluxe),14,2011-11-15
2010,Take It Off,Kesha,Animal,0,2010
2010,My First Kiss (feat. Ke$ha),"3OH!3, Kesha",My First Kiss (feat. Ke$ha),19,2010-05-04
2010,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",DJ Got Us Fallin' In Love (feat. Pitbull),3,2010-07-13
2010,"Hey, Soul Sister",Train,"Hey, Soul Sister",4,2009-08-06
2010,Blah Blah Blah,"Kesha, 3OH!3",Animal,0,2010
2010,TiK ToK,Kesha,TiK ToK,0,2009-08-20
2010,Tail Lights,The Past,Tail Lights,0,2019-04-03
2010,Fireflies,Owl City,Ocean Eyes,1,2009-01-01
2010,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],8,2009-01-01
2010,Just The Way You Are,Bruno Mars,Just The Way You Are,1,2010-07-20
2010,Love The Way You Lie,"Eminem, Rihanna",Recovery,10,2010-06-18
2010,Need You Now,Lady A,Need You Now (Remix),0,2010-01-01
2010,Bad Romance,Lady Gaga,Bad Romance,2,2009-01-01
2010,Break Your Heart,Taio Cruz,Break Your Heart,1,2009-01-01
2010,Secrets,OneRepublic,Waking Up,0,2009-01-01
2010,Telephone,"Lady Gaga, Beyoncé",The Fame Monster (International Deluxe),4,2009-01-01
2010,You Belong With Me,Taylor Swift,Fearless,7,2008-11-11
2010,Bulletproof,La Roux,Bulletproof,0,2009-01-01
2010,OMG,"USHER, will.i.am",OMG,0,2010-03-12
2010,What They Don't Know,Versed In Grey,Burning The Circuit Tree,3,2006-08-29
2010,Alejandro,Lady Gaga,The Fame Monster (International Deluxe),0,2009-01-01
2010,Whatcha Say,Jason Derulo,Whatcha Say,0,2009-06-09
2010,Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],1,2009-01-01
2010,Only Girl (In The World),Rihanna,Only Girl (In The World),1,2010-09-10
2010,Sexy Bitch (feat. Akon),David Guetta,Sexy Bitch,1,2009-08-14
2010,BedRock,"Young Money, Lloyd",We Are Young Money,0,2009-01-01
2010,Not Afraid,Eminem,Not Afraid,2,2010-01-01
2010,Like A G6,"Far East Movement, The Cataracs, DEV",Like a G6,0,2010-01-01
2010,Use Somebody,Kings of Leon,Use Somebody,0,2008-11-21
2010,If I Die Young,The Band Perry,If I Die Young,0,2010-01-01
2010,Dynamite,Taio Cruz,Rokstarr (International Version),0,2010-05-28
2010,California Gurls - feat. Snoop Dogg,"Katy Perry, Snoop Dogg",California Gurls (feat. Snoop Dogg),0,2010
2010,Airplanes - feat. Hayley Williams of Paramore,B.o.B,Airplanes [feat. Hayley Williams of Paramore] (Explicit),0,2010-04-13
2010,Down,"Jay Sean, Lil Wayne",Down,0,2009-01-01
2010,Rude Boy,Rihanna,Rated R,0,2009-11-20
2010,Impossible - Main,Shontelle,Impossible,0,2010-01-01
2010,Carry Out (Featuring Justin Timberlake),Timbaland,Shock Value II (International Deluxe version),0,2009-01-01
2010,Do You Remember,"Jay Sean, Sean Paul, Lil Jon",Do You Remember,0,2009-01-01
2010,Forever,"Drake, Kanye West, Lil Wayne, Eminem",Forever,1,2009-01-01
2010,Just A Dream - Main,Nelly,Just A Dream,0,2010-08-13
2010,Animal,Neon Trees,Animal,0,2010-10-15
2010,My Chick Bad,"Ludacris, Nicki Minaj",Battle Of The Sexes,0,2010-01-01
2010,There Goes My Baby,USHER,Raymond v Raymond,0,2010-03-30
2010,Baby,"Justin Bieber, Ludacris",Baby,0,2010-01-01
2010,All The Right Moves,OneRepublic,All The Right Moves,0,2009-01-01
2010,Nothin' On You - feat. Bruno Mars,B.o.B,Nothin' On You [feat. Bruno Mars],0,2009-12-15
2010,3,Britney Spears,3,0,2009-10-02
2010,23,Dyynvmic,23,0,2019-03-22
2010,Right Above It,"Lil Wayne, Drake",Right Above It (Explicit Version),1,2010-01-01
2010,Say Something (Featuring Drake),Timbaland,Shock Value II (International Deluxe version),0,2009-01-01
2010,Just A Piece,Versed In Grey,Asides To My Demons,3,2010-03-30
2010,I Like How It Feels,"Enrique Iglesias, Pitbull, The WAV.s",I Like How It Feels,0,2011-10-06
2010,Magic - feat. Rivers Cuomo,B.o.B,B.o.B Presents: The Adventures of Bobby Ray (Explicit),0,2010-04-27
2010,Teach Me How to Dougie,Cali Swag District,The Kickback (Explicit Version),0,2011-07-12
2010,Find Your Love,Drake,Find Your Love,0,2010-01-01
2010,Misery,Maroon 5,Misery,0,2010-06-19
2010,Your Love,Nicki Minaj,Your Love (Explicit Version),0,2010-01-01
2010,Rock That Body - Skrillex Remix,Black Eyed Peas,Invasion Of Imma Be Rocking That Body - Megamix E.P.,0,2010-01-01
2011,5 O'Clock (feat. Lily Allen & Wiz Khalifa),"T-Pain, Lily Allen, Wiz Khalifa",rEVOLVEr,0,2011-12-06
2011,I Need A Doctor,"Dr. Dre, Eminem, Skylar Grey",I Need A Doctor,71,2011-02-01
2011,I'm On One,"DJ Khaled, Drake, Rick Ross, Lil Wayne",We The Best Forever,74,2011-01-01
2011,Sexy And I Know It,LMFAO,Sorry For Party Rocking (Deluxe Version),67,2011-01-01
2011,How To Love,Lil Wayne,Tha Carter IV (Deluxe),1,2011-01-01
2011,Work Out,J. Cole,Cole World: The Sideline Story,83,2011-09-27
2011,The Time (Dirty Bit),Black Eyed Peas,The Beginning (Deluxe),76,2010-01-01
2011,6 Foot 7 Foot,"Lil Wayne, Cory Gunz",Tha Carter IV (Deluxe),10,2011-01-01
2011,F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,0,2010-11-12
2011,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,73,2011-01-01
2011,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown, Lil Wayne, Busta Rhymes",F.A.M.E. (Expanded Edition),75,2011-03-22
2011,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,81,2010-11-22
2011,Born This Way,Lady Gaga,Born This Way (Special Edition),72,2011-01-01
2011,She Will,"Lil Wayne, Drake",Tha Carter IV (Deluxe),1,2011-01-01
2011,Marvin & Chardonnay,"Big Sean, Kanye West, Roscoe Dash",Finally Famous (Deluxe),52,2011-01-01
2011,Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),90,2011-06-17
2011,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,82,2010-05-11
2011,Teenage Dream,Katy Perry,Teenage Dream,79,2010-01-01
2011,Backseat (feat. The Cataracs & Dev),"New Boyz, The Cataracs, DEV",Too Cool to Care,46,2011-05-13
2011,Super Bass,Nicki Minaj,Pink Friday,2,2010-01-01
2011,Raise Your Glass,P!nk,Raise Your Glass,8,2010-10-06
2011,Grenade,Bruno Mars,Doo-Wops & Hooligans,82,2010-05-11
2011,Pumped Up Kicks,Foster The People,Torches,87,2011-05-23
2011,What's My Name?,"Rihanna, Drake",Loud,69,2010-11-16
2011,Bottoms Up (feat. Nicki Minaj),"Trey Songz, Nicki Minaj","Passion, Pain & Pleasure",5,2010-09-13
2011,No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame, Roscoe Dash, Wale",No Hands (feat. Roscoe Dash & Wale),58,2010-09-06
2011,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",DJ Got Us Fallin' In Love (feat. Pitbull),3,2010-07-13
2011,Coming Home,"Diddy - Dirty Money, Skylar Grey",Last Train To Paris (Deluxe),1,2010-01-01
2011,On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",On The Floor,3,2011-01-01
2011,For the First Time,The Script,Science & Faith,74,2010-09-13
2011,Firework,Katy Perry,Teenage Dream,72,2010-08-24
2011,Rolling In The Deep,Adele,Rolling In The Deep,1,2011-01-16
2011,Good Life,OneRepublic,Waking Up,3,2009-01-01
2011,Lighters,"Bad Meets Evil, Bruno Mars",Hell: The Sequel (Deluxe),0,2011-01-01
2011,Down On Me,"Jeremih, 50 Cent",All About You,1,2010-01-01
2011,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,71,2010-08-24
2011,Blow,Kesha,Cannibal,9,2010-11-19
2011,We Found Love,"Rihanna, Calvin Harris",We Found Love,2,2011-09-22
2011,We R Who We R,Kesha,We R Who We R,0,2010-10-22
2011,Rocketeer,"Far East Movement, Ryan Tedder, Ruff Loaderz",Free Wired,70,2010-01-01
2011,Yeah 3x,Chris Brown,Yeah 3x,12,2010-10-25
2011,Cheers (Drink To That),Rihanna,Loud,54,2010-11-16
2011,The One That Got Away,Katy Perry,Teenage Dream,68,2010-08-24
2011,Only Girl (In The World),Rihanna,Only Girl (In The World),1,2010-09-10
2011,Headlines,Drake,Headlines,49,2011-01-01
2011,Price Tag,"Jessie J, B.o.B",Price Tag,54,2011-01-01
2011,How To Love,Lil Wayne,How To Love,0,2011-01-01
2011,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",Stereo Hearts (feat. Adam Levine),52,2011-06-14
2011,jar of hearts,Christina Perri,jar of hearts,48,2010-07-27
2011,Motivation,"Kelly Rowland, Lil Wayne",Motivation,0,2011-01-01
2011,Pretty Girl Rock,Keri Hilson,No Boys Allowed,0,2010-01-01
2011,Black and Yellow,Wiz Khalifa,Black and Yellow,47,2010-09-14
2011,Like A G6,"Far East Movement, The Cataracs, DEV",Like a G6,0,2010-01-01
2011,Tonight (I'm Fuckin' You),"Enrique Iglesias, Ludacris, DJ Frank E",Tonight (I'm Fuckin' You),0,2010-01-01
2011,She Ain't You,Chris Brown,F.A.M.E.,0,2011-03-22
2011,Best Thing I Never Had,Beyoncé,4,35,2011-06-24
2011,Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",Hey Baby (Drop It to the Floor) (feat. T-Pain),43,2010-09-17
2011,Who Says,Selena Gomez & The Scene,Who Says,0,2011-01-01
2011,Don't Wanna Go Home,Jason Derulo,Don't Wanna Go Home,29,2011-05-20
2011,S&M,Rihanna,S&M,0,2011-01-21
2011,In The Dark,DEV,In The Dark,0,2011-01-01
2011,Just The Way You Are,Bruno Mars,Just The Way You Are,1,2010-07-20
2011,Someone Like You,Adele,21' Sampler,0,2011-01-18
2011,Moves Like Jagger - Studio Recording From The Voice Performance,"Maroon 5, Christina Aguilera",Moves Like Jagger,0,2011-06-22
2011,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Nicki Minaj, Flo Rida",Where Them Girls At (feat. Nicki Minaj & Flo Rida),2,2011-04-29
2011,Fuck You,CeeLo Green,Fuck You,0,2010-08-27
2011,Without You - feat. Usher,David Guetta,Nothing But The Beat,0,2011
2011,Hold It Against Me,Britney Spears,Hold It Against Me,0,2011-01-11
2011,Dynamite,Taio Cruz,Rokstarr (International Version),0,2010-05-28
2011,E.T. - feat. Kanye West,Katy Perry,E.T. (featuring Kanye West),0,2011
2011,Just Can’t Get Enough,Black Eyed Peas,Just Can't Get Enough (International Version),0,2011-01-01
2011,Just A Dream - Main,Nelly,Just A Dream,0,2010-08-13
2011,Animal,Neon Trees,Animal,0,2010-10-15
2011,Back To December,Taylor Swift,Speak Now,0,2010-10-25
2011,Barefoot Blue Jean Night,Jake Owen,Barefoot Blue Jean Night,77,2011-08-26
2011,Knee Deep (feat. Jimmy Buffett),"Zac Brown Band, Jimmy Buffett",You Get What You Give (Deluxe),2,2010-09-20
2011,Soon,Howard Clarke,Howard Clarke All the Hits,2,2021-02-16
2011,If I Die Young,The Band Perry,The Band Perry,69,2010-01-01
2011,I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),74,2011-03-28
2011,Tonight Tonight,Hot Chelle Rae,Whatever,71,2011-11-25
2011,The Edge Of Glory,Lady Gaga,Born This Way,68,2011-01-01
2011,Marvins Room,Drake,Take Care (Deluxe),78,2011-11-15
2011,Hearts Bleed Fire,Jon Omen,Hearts Bleed Fire,0,2021-02-20
2011,The Motto,"Drake, Lil Wayne",Take Care (Deluxe),77,2011-11-15
2011,Black and Yellow,Wiz Khalifa,Rolling Papers,78,2011-03-29
2011,Bonfire,Childish Gambino,Camp,3,2011-11-15
2011,No More Goodbyes,Adele & Andy,Where I Belong,2,2021-02-26
2011,A.D.H.D,Kendrick Lamar,Section.80,2,2011-07-02
2011,Next To You (feat. Justin Bieber),"Chris Brown, Justin Bieber",F.A.M.E. (Expanded Edition),74,2011-03-22
2011,Heartbeat,Childish Gambino,Camp,2,2011-11-15
2011,Can't Get Enough,"J. Cole, Trey Songz",Cole World: The Sideline Story,74,2011-09-27
2011,Martians Vs Goblins,"The Game, Lil Wayne, Tyler, The Creator",The R.E.D. Album,56,2011-01-01
2011,No Sleep,Wiz Khalifa,Rolling Papers,66,2011-03-29
2011,Friday in the Usa,"Jeff Paladino, Wes Mucik",Friday in the Usa,1,2018-11-13
2011,Rigamortus,Kendrick Lamar,Section.80,1,2011-07-02
2011,Am I A Psycho,Tech N9ne,All 6's And 7's,59,2011-06-07
2011,Trouble On My Mind,"Pusha T, Tyler, The Creator",Fear Of God II: Let Us Pray,1,2011-11-08
2011,She,"Tyler, The Creator, Frank Ocean",Goblin,0,2011-05-09
2011,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",Mac and Devin Go to High School (Music from and Inspired by the Movie),71,2011-12-12
2011,Yonkers,"Tyler, The Creator",Goblin,0,2011-05-09
2012,Ni**as In Paris,"JAY-Z, Kanye West",Watch The Throne (Deluxe),20,2011-08-08
2012,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,84,2011-11-11
2012,Feel So Close - Radio Edit,Calvin Harris,18 Months,87,2012-10-29
2012,a thousand years,Christina Perri,a thousand years,86,2011-10-18
2012,Love You Like A Love Song,Selena Gomez & The Scene,When The Sun Goes Down,84,2011-01-01
2012,We Found Love,"Rihanna, Calvin Harris",Talk That Talk,81,2011-11-19
2012,Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,83,2012-06-22
2012,Good Time,"Owl City, Carly Rae Jepsen",The Midsummer Station,80,2012-08-17
2012,Paradise,Coldplay,Mylo Xyloto,87,2011-10-24
2012,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars","Young, Wild & Free (feat. Bruno Mars)",78,2011-10-11
2012,Ho Hey,The Lumineers,The Lumineers,14,2012-04-03
2012,International Love (feat. Chris Brown),"Pitbull, Chris Brown",Planet Pit (Deluxe Version),84,2011-06-17
2012,Springsteen,Eric Church,Chief,82,2011-01-01
2012,BURN IT DOWN,Linkin Park,LIVING THINGS,79,2012-06-19
2012,Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,80,2011-01-01
2012,Part Of Me,Katy Perry,Teenage Dream: The Complete Confection,77,2012-03-12
2012,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",Some Nights,78,2012-02-21
2012,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),78,2012-01-01
2012,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over,76,2010
2012,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,72,2012-01-01
2012,Radio,Lana Del Rey,Born To Die - The Paradise Edition,64,2012-11-12
2012,Where Have You Been,Rihanna,Talk That Talk,75,2011-11-19
2012,One More Night,Maroon 5,Overexposed (Deluxe),75,2012-01-01
2012,You Da One,Rihanna,Talk That Talk,73,2011-11-19
2012,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,73,2011-01-01
2012,Summertime Sadness,Lana Del Rey,Born To Die - The Paradise Edition,69,2012-11-12
2012,Give Your Heart a Break,Demi Lovato,Unbroken,74,2011-01-01
2012,Some Nights,fun.,Some Nights,72,2012-02-21
2012,Somethin' 'Bout A Truck,Kip Moore,Up All Night,70,2012-01-01
2012,Hard To Love,Lee Brice,Hard 2 Love,71,2012-04-24
2012,Payphone,"Maroon 5, Wiz Khalifa",Overexposed,70,2021-06-20
2012,Wanted,Hunter Hayes,Hunter Hayes (Encore),66,2011
2012,Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,79,2012-03-12
2012,50 Ways to Say Goodbye,Train,California 37,72,2012-04-17
2012,Rack City,Tyga,Careless World: Rise Of The Last King,7,2012-01-01
2012,Even If It Breaks Your Heart,Eli Young Band,Life At Best,71,2011-01-01
2012,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),68,2011-10-24
2012,It's Time,Imagine Dragons,Night Visions,69,2012-09-04
2012,Stay,"Rihanna, Mikky Ekko",Unapologetic (Deluxe),70,2012-12-11
2012,As Long As You Love Me,"Justin Bieber, Big Sean",Believe (Deluxe Edition),69,2012-06-15
2012,Pontoon,Little Big Town,Tornado,66,2013-01-01
2012,Let's Go (feat. Ne-Yo),"Calvin Harris, Ne-Yo",18 Months,69,2012-10-29
2012,Domino,Jessie J,Who You Are (Platinum Edition),71,2011-01-01
2012,The One That Got Away - Acoustic,Katy Perry,Teenage Dream: The Complete Confection,65,2012-03-12
2012,Not Over You,Gavin DeGraw,Sweeter,65,2011-09-16
2012,Sexy And I Know It,LMFAO,Sorry For Party Rocking (Deluxe Version),67,2011-01-01
2012,So Good,B.o.B,Strange Clouds,66,2012-04-27
2012,Blown Away,Carrie Underwood,Blown Away,66,2012-05-01
2012,Drank in My Cup,Kirko Bangz,Drank in My Cup,68,2011-09-16
2012,We Found Love,"Rihanna, Calvin Harris",Talk That Talk (Deluxe),65,2012-07-18
2012,Pound The Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),67,2012-01-01
2012,Want U Back,Cher Lloyd,Sticks & Stones,66,2012-10-02
2012,22,Taylor Swift,Red (Deluxe Edition),60,2012-10-22
2012,I Won't Give Up,Jason Mraz,I Won't Give Up,62,2012-01-03
2012,It Will Rain,Bruno Mars,It Will Rain,68,2011-09-27
2012,Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch",The Papercut Chronicles II,68,2011-11-11
2012,Brokenhearted,Karmin,Hello,65,2012-05-07
2012,Lights - Single Version,Ellie Goulding,Lights,67,2010
2012,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),60,2012-01-01
2012,"Work Hard, Play Hard",Wiz Khalifa,O.N.I.F.C. (Deluxe),63,2012-12-04
2012,Good Girl,Carrie Underwood,Blown Away,62,2012-05-01
2012,Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat,60,2011-08-31
2012,Cashin' Out,Ca$h Out,Cashin' Out,60,2012-03-26
2012,Birthday Cake,Rihanna,Talk That Talk,59,2011-11-19
2012,Too Close,Alex Clare,The Lateness Of The Hour,62,2011
2012,Good Feeling,Flo Rida,Good Feeling,58,2011-08-29
2012,Whistle,Flo Rida,Whistle,57,2012-04-24
2012,Diamonds,Rihanna,Unapologetic (Deluxe),56,2012-12-11
2012,Come Over,Kenny Chesney,Welcome To The Fishbowl,60,2012-06-19
2012,We Run The Night,"Havana Brown, Pitbull",We Run The Night,58,2011-01-01
2012,"Back in Time - featured in ""Men In Black 3""",Pitbull,"Back in Time (featured in ""Men In Black 3"")",54,2012-03-26
2012,You Da One,Rihanna,Talk That Talk (Deluxe),53,2012-07-18
2012,Everybody Talks,Neon Trees,Picture Show (Deluxe Edition),51,2012-01-01
2012,Call Me Maybe,Carly Rae Jepsen,Call Me Maybe,51,2012-01-01
2012,Without You (feat. Usher),"David Guetta, USHER",Nothing but the Beat,49,2011-08-31
2012,Adorn,Miguel,Kaleidoscope Dream,46,2012-10-02
2012,Backseat (feat. The Cataracs & Dev),"New Boyz, The Cataracs, DEV",Too Cool to Care,46,2011-05-13
2012,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition),45,2012-01-01
2012,Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",Nothing but the Beat,44,2011-08-31
2012,Heart Attack,Trey Songz,Heart Attack,43,2012-03-26
2012,I Don't Care (feat. Big Sean),"New Boyz, Big Sean",Too Cool to Care,32,2011-05-13
2012,Take Care,"Drake, Rihanna",Take Care (Deluxe),30,2011-11-15
2012,Walk Over Me,The All-American Rejects,Kids In The Street,27,2012-01-01
2012,Affection,The All-American Rejects,Kids In The Street,22,2012-01-01
2012,Porn Star,New Boyz,Too Cool to Care,15,2011-05-13
2012,Someone Like You,Adele,21,3,2011-01-19
2012,The Hunters,Matt Wheatley,The Hunters,2,2021-06-25
2012,Bankok City,Vicious Kitty,Bankok City,1,2018-08-10
2012,What Makes You Beautiful,One Direction,Up All Night,5,2012-05-25
2012,Coast to Coast,Troubled Spirit,Fly Away,2,2019-09-26
2012,Someone Like You,Adele,21,3,2011-01-19
2012,The Shame,Cherokee Starlight,Tacos in Venus,0,2021-03-12
2012,HE TRIED,Cgrn Mac Milli,HE TRIED,0,2021-03-05
2012,Rolling in the Deep,Adele,21,13,2011-01-19
2012,Work Out,J. Cole,Cole World: The Sideline Story,2,2011-09-23
2012,Set Fire to the Rain,Adele,21,9,2011-01-19
2012,On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",On The Floor,3,2011-01-01
2012,Die Young,Kesha,Warrior (Deluxe Version),4,2012-11-30
2012,Drive By,Train,Drive By,1,2012-01-10
2012,Boyfriend,Justin Bieber,Believe,3,2012-01-01
2013,Holy Grail,"JAY-Z, Justin Timberlake",Magna Carta... Holy Grail,66,2013-07-04
2013,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",The Heist,82,2012-10-09
2013,Wake Me Up,Avicii,True,17,2013-09-13
2013,Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,83,2012-06-22
2013,Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,80,2011-01-01
2013,We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),83,2013-10-04
2013,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,89,2012-12-07
2013,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,84,2011-11-11
2013,Royals,Lorde,Pure Heroine,81,2013-09-27
2013,Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),20,2013
2013,Statue of a Fool,Donny Richmond,Statue of a Fool,2,2020-01-08
2013,Roar,Katy Perry,PRISM (Deluxe),75,2013-10-18
2013,Young And Beautiful,Lana Del Rey,Young And Beautiful,89,2013-01-01
2013,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",Don't You Worry Child,83,2012-09-14
2013,Clarity,"Zedd, Foxes",Clarity,81,2012-01-01
2013,Counting Stars,OneRepublic,Native,76,2014-01-01
2013,R U Mine?,Arctic Monkeys,AM,83,2013-09-09
2013,Sorry Isn't Good Enough,Rich Chambers,Sorry Isn't Good Enough,1,2021-04-30
2013,Still into You,Paramore,Paramore,84,2013-04-05
2013,Demons,Imagine Dragons,Night Visions,75,2012-09-04
2013,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",Blurred Lines (Deluxe),81,2013-01-01
2013,This Dream I Got,"Dj SupaTruka ThaGrim, Addison D""savage",This Dream I Got,2,2021-04-30
2013,Heart Attack,Demi Lovato,Demi,82,2013-01-01
2013,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],82,2013-04-19
2013,Radioactive,Imagine Dragons,Night Visions,74,2012-09-04
2013,Sail,AWOLNATION,Megalithic Symphony Deluxe,7,2011
2013,This Is Gospel,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",68,2013-10-04
2013,Miss Jackson (feat. LOLO),"Panic! At The Disco, LOLO","Too Weird to Live, Too Rare to Die!",66,2013-10-04
2013,In a Different Light,Daneka Nation,In a Different Light,7,2020-12-17
2013,Afraid,The Neighbourhood,I Love You.,78,2013-04-22
2013,Ain't It Fun,Paramore,Paramore,79,2013-04-05
2013,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,79,2013-04-12
2013,Sleepwalking,"F.O.M Ferro, Hunxho",Sleepwalking,0,2021-03-04
2013,Scream & Shout,"will.i.am, Britney Spears",#willpower,82,2013-01-01
2013,Let Her Go,Passenger,All the Little Lights,9,2012-06-29
2013,Big Up,"R-Wan, Shaydee",Big Up,4,2020-04-03
2013,One For the Money,Escape the Fate,Ungrateful (Deluxe),3,2013-05-14
